id,title,year,category,field,authors
synth-0351,A stacked stat note on 351,2022,stat.ML,stat,Synth Stat 11
synth-0352,Intellectual debt along a stat cycle,2022,stat.ML,stat,Synth Stat 12
synth-0353,On the stat kernel of L1,2022,stat.ML,stat,Synth Stat 13
synth-0354,Boundary operators for stat claims,2022,stat.ML,stat,Synth Stat 14
synth-0355,A stacked stat note on 355,2022,stat.ML,stat,Synth Stat 15
synth-0356,Fiedler versus Hodge on 356,2022,stat.ML,stat,Synth Stat 16
synth-0357,Spectral 357 on a stat complex,2022,stat.ML,stat,Synth Stat 17
synth-0358,Spectral 358 on a stat complex,2022,stat.ML,stat,Synth Stat 1
synth-0359,Citation triangles in stat,2022,stat.ML,stat,Synth Stat 2
synth-0360,Spectral 360 on a stat complex,2022,stat.ML,stat,Synth Stat 3
synth-0361,Fiedler versus Hodge on 361,2023,stat.ML,stat,Synth Stat 4
synth-0362,A stacked stat note on 362,2023,stat.ML,stat,Synth Stat 5
synth-0363,On the stat kernel of L1,2023,stat.ML,stat,Synth Stat 6
synth-0364,Discrete Hodge theory of 364,2023,stat.ML,stat,Synth Stat 7
synth-0365,Intellectual debt along a stat cycle,2023,stat.ML,stat,Synth Stat 8
synth-0366,Harmonic chains in stat literature,2023,stat.ML,stat,Synth Stat 9
synth-0367,Fiedler versus Hodge on 367,2023,stat.ML,stat,Synth Stat 10
synth-0368,Simplicial cuts for stat corpora,2023,stat.ML,stat,Synth Stat 11
synth-0369,A stacked stat note on 369,2023,stat.ML,stat,Synth Stat 12
synth-0370,Citation triangles in stat,2023,stat.ML,stat,Synth Stat 13
synth-0371,Harmonic chains in stat literature,2023,stat.ML,stat,Synth Stat 14
synth-0372,Harmonic chains in stat literature,2023,stat.ML,stat,Synth Stat 15
synth-0373,Discrete Hodge theory of 373,2023,stat.ML,stat,Synth Stat 16
synth-0374,Fiedler versus Hodge on 374,2023,stat.ML,stat,Synth Stat 17
synth-0375,Citation triangles in stat,2023,stat.ML,stat,Synth Stat 1
synth-0376,Intellectual debt along a stat cycle,2023,stat.ML,stat,Synth Stat 2
synth-0377,Harmonic chains in stat literature,2023,stat.ML,stat,Synth Stat 3
synth-0378,On the stat kernel of L1,2023,stat.ML,stat,Synth Stat 4
synth-0379,Discrete Hodge theory of 379,2023,stat.ML,stat,Synth Stat 5
synth-0380,Harmonic chains in stat literature,2023,stat.ML,stat,Synth Stat 6
synth-0381,Boundary operators for stat claims,2024,stat.ML,stat,Synth Stat 7
synth-0382,Simplicial cuts for stat corpora,2024,stat.ML,stat,Synth Stat 8
synth-0383,Fiedler versus Hodge on 383,2024,stat.ML,stat,Synth Stat 9
synth-0384,Boundary operators for stat claims,2024,stat.ML,stat,Synth Stat 10
synth-0385,Simplicial cuts for stat corpora,2024,stat.ML,stat,Synth Stat 11
synth-0386,Fiedler versus Hodge on 386,2024,stat.ML,stat,Synth Stat 12
synth-0387,Harmonic chains in stat literature,2024,stat.ML,stat,Synth Stat 13
synth-0388,Discrete Hodge theory of 388,2024,stat.ML,stat,Synth Stat 14
synth-0389,A stacked stat note on 389,2024,stat.ML,stat,Synth Stat 15
synth-0390,Discrete Hodge theory of 390,2024,stat.ML,stat,Synth Stat 16
synth-0391,Simplicial cuts for stat corpora,2024,stat.ML,stat,Synth Stat 17
synth-0392,Harmonic chains in stat literature,2024,stat.ML,stat,Synth Stat 1
synth-0393,A stacked stat note on 393,2024,stat.ML,stat,Synth Stat 2
synth-0394,Discrete Hodge theory of 394,2024,stat.ML,stat,Synth Stat 3
synth-0395,Simplicial cuts for stat corpora,2024,stat.ML,stat,Synth Stat 4
synth-0396,Fiedler versus Hodge on 396,2024,stat.ML,stat,Synth Stat 5
synth-0397,Discrete Hodge theory of 397,2024,stat.ML,stat,Synth Stat 6
synth-0398,Boundary operators for stat claims,2024,stat.ML,stat,Synth Stat 7
synth-0399,A stacked stat note on 399,2024,stat.ML,stat,Synth Stat 8
synth-0400,Boundary operators for stat claims,2024,stat.ML,stat,Synth Stat 9
synth-0401,Spectral 401 on a math complex,2015,math.AT,math,Synth Math 10
synth-0402,Boundary operators for math claims,2015,math.AT,math,Synth Math 11
synth-0403,Discrete Hodge theory of 403,2015,math.AT,math,Synth Math 12
synth-0404,Boundary operators for math claims,2015,math.AT,math,Synth Math 13
synth-0405,Fiedler versus Hodge on 405,2015,math.AT,math,Synth Math 14
synth-0406,Intellectual debt along a math cycle,2015,math.AT,math,Synth Math 15
synth-0407,Harmonic chains in math literature,2015,math.AT,math,Synth Math 16
synth-0408,Citation triangles in math,2015,math.AT,math,Synth Math 17
synth-0409,A stacked math note on 409,2015,math.AT,math,Synth Math 1
synth-0410,A stacked math note on 410,2015,math.AT,math,Synth Math 2
synth-0411,Simplicial cuts for math corpora,2015,math.AT,math,Synth Math 3
synth-0412,Discrete Hodge theory of 412,2015,math.AT,math,Synth Math 4
synth-0413,Intellectual debt along a math cycle,2015,math.AT,math,Synth Math 5
synth-0414,Intellectual debt along a math cycle,2015,math.AT,math,Synth Math 6
synth-0415,Boundary operators for math claims,2015,math.AT,math,Synth Math 7
synth-0416,Intellectual debt along a math cycle,2015,math.AT,math,Synth Math 8
synth-0417,Spectral 417 on a math complex,2015,math.AT,math,Synth Math 9
synth-0418,Fiedler versus Hodge on 418,2015,math.AT,math,Synth Math 10
synth-0419,Boundary operators for math claims,2015,math.AT,math,Synth Math 11
synth-0420,Harmonic chains in math literature,2015,math.AT,math,Synth Math 12
synth-0421,Citation triangles in math,2016,math.AT,math,Synth Math 13
synth-0422,Boundary operators for math claims,2016,math.AT,math,Synth Math 14
synth-0423,Citation triangles in math,2016,math.AT,math,Synth Math 15
synth-0424,Intellectual debt along a math cycle,2016,math.AT,math,Synth Math 16
synth-0425,Intellectual debt along a math cycle,2016,math.AT,math,Synth Math 17
synth-0426,Intellectual debt along a math cycle,2016,math.AT,math,Synth Math 1
synth-0427,Fiedler versus Hodge on 427,2016,math.AT,math,Synth Math 2
synth-0428,A stacked math note on 428,2016,math.AT,math,Synth Math 3
synth-0429,Boundary operators for math claims,2016,math.AT,math,Synth Math 4
synth-0430,Boundary operators for math claims,2016,math.AT,math,Synth Math 5
synth-0431,Intellectual debt along a math cycle,2016,math.AT,math,Synth Math 6
synth-0432,Harmonic chains in math literature,2016,math.AT,math,Synth Math 7
synth-0433,Discrete Hodge theory of 433,2016,math.AT,math,Synth Math 8
synth-0434,A stacked math note on 434,2016,math.AT,math,Synth Math 9
synth-0435,Spectral 435 on a math complex,2016,math.AT,math,Synth Math 10
synth-0436,Fiedler versus Hodge on 436,2016,math.AT,math,Synth Math 11
synth-0437,Fiedler versus Hodge on 437,2016,math.AT,math,Synth Math 12
synth-0438,Intellectual debt along a math cycle,2016,math.AT,math,Synth Math 13
synth-0439,Boundary operators for math claims,2016,math.AT,math,Synth Math 14
synth-0440,Fiedler versus Hodge on 440,2016,math.AT,math,Synth Math 15
synth-0441,On the math kernel of L1,2017,math.AT,math,Synth Math 16
synth-0442,On the math kernel of L1,2017,math.AT,math,Synth Math 17
synth-0443,On the math kernel of L1,2017,math.AT,math,Synth Math 1
synth-0444,Fiedler versus Hodge on 444,2017,math.AT,math,Synth Math 2
synth-0445,Fiedler versus Hodge on 445,2017,math.AT,math,Synth Math 3
synth-0446,Fiedler versus Hodge on 446,2017,math.AT,math,Synth Math 4
synth-0447,Harmonic chains in math literature,2017,math.AT,math,Synth Math 5
synth-0448,Discrete Hodge theory of 448,2017,math.AT,math,Synth Math 6
synth-0449,Spectral 449 on a math complex,2017,math.AT,math,Synth Math 7
synth-0450,A stacked math note on 450,2017,math.AT,math,Synth Math 8
synth-0451,A stacked math note on 451,2017,math.AT,math,Synth Math 9
synth-0452,A stacked math note on 452,2017,math.AT,math,Synth Math 10
synth-0453,A stacked math note on 453,2017,math.AT,math,Synth Math 11
synth-0454,Fiedler versus Hodge on 454,2017,math.AT,math,Synth Math 12
synth-0455,On the math kernel of L1,2017,math.AT,math,Synth Math 13
synth-0456,Citation triangles in math,2017,math.AT,math,Synth Math 14
synth-0457,Boundary operators for math claims,2017,math.AT,math,Synth Math 15
synth-0458,Fiedler versus Hodge on 458,2017,math.AT,math,Synth Math 16
synth-0459,Boundary operators for math claims,2017,math.AT,math,Synth Math 17
synth-0460,Discrete Hodge theory of 460,2017,math.AT,math,Synth Math 1
synth-0461,Spectral 461 on a math complex,2018,math.AT,math,Synth Math 2
synth-0462,Simplicial cuts for math corpora,2018,math.AT,math,Synth Math 3
synth-0463,Simplicial cuts for math corpora,2018,math.AT,math,Synth Math 4
synth-0464,Boundary operators for math claims,2018,math.AT,math,Synth Math 5
synth-0465,Intellectual debt along a math cycle,2018,math.AT,math,Synth Math 6
synth-0466,Boundary operators for math claims,2018,math.AT,math,Synth Math 7
synth-0467,Fiedler versus Hodge on 467,2018,math.AT,math,Synth Math 8
synth-0468,Spectral 468 on a math complex,2018,math.AT,math,Synth Math 9
synth-0469,Spectral 469 on a math complex,2018,math.AT,math,Synth Math 10
synth-0470,Citation triangles in math,2018,math.AT,math,Synth Math 11
synth-0471,On the math kernel of L1,2018,math.AT,math,Synth Math 12
synth-0472,Simplicial cuts for math corpora,2018,math.AT,math,Synth Math 13
synth-0473,Discrete Hodge theory of 473,2018,math.AT,math,Synth Math 14
synth-0474,On the math kernel of L1,2018,math.AT,math,Synth Math 15
synth-0475,Simplicial cuts for math corpora,2018,math.AT,math,Synth Math 16
synth-0476,Simplicial cuts for math corpora,2018,math.AT,math,Synth Math 17
synth-0477,Harmonic chains in math literature,2018,math.AT,math,Synth Math 1
synth-0478,Discrete Hodge theory of 478,2018,math.AT,math,Synth Math 2
synth-0479,Citation triangles in math,2018,math.AT,math,Synth Math 3
synth-0480,Spectral 480 on a math complex,2018,math.AT,math,Synth Math 4
synth-0481,Harmonic chains in math literature,2019,math.AT,math,Synth Math 5
synth-0482,Discrete Hodge theory of 482,2019,math.AT,math,Synth Math 6
synth-0483,A stacked math note on 483,2019,math.AT,math,Synth Math 7
synth-0484,Spectral 484 on a math complex,2019,math.AT,math,Synth Math 8
synth-0485,Harmonic chains in math literature,2019,math.AT,math,Synth Math 9
synth-0486,Citation triangles in math,2019,math.AT,math,Synth Math 10
synth-0487,Discrete Hodge theory of 487,2019,math.AT,math,Synth Math 11
synth-0488,On the math kernel of L1,2019,math.AT,math,Synth Math 12
synth-0489,Fiedler versus Hodge on 489,2019,math.AT,math,Synth Math 13
synth-0490,Fiedler versus Hodge on 490,2019,math.AT,math,Synth Math 14
synth-0491,Spectral 491 on a math complex,2019,math.AT,math,Synth Math 15
synth-0492,Discrete Hodge theory of 492,2019,math.AT,math,Synth Math 16
synth-0493,Intellectual debt along a math cycle,2019,math.AT,math,Synth Math 17
synth-0494,Fiedler versus Hodge on 494,2019,math.AT,math,Synth Math 1
synth-0495,Discrete Hodge theory of 495,2019,math.AT,math,Synth Math 2
synth-0496,Citation triangles in math,2019,math.AT,math,Synth Math 3
synth-0497,A stacked math note on 497,2019,math.AT,math,Synth Math 4
synth-0498,Intellectual debt along a math cycle,2019,math.AT,math,Synth Math 5
synth-0499,Spectral 499 on a math complex,2019,math.AT,math,Synth Math 6
synth-0500,Discrete Hodge theory of 500,2019,math.AT,math,Synth Math 7
synth-0501,Spectral 501 on a math complex,2020,math.AT,math,Synth Math 8
synth-0502,On the math kernel of L1,2020,math.AT,math,Synth Math 9
synth-0503,A stacked math note on 503,2020,math.AT,math,Synth Math 10
synth-0504,Discrete Hodge theory of 504,2020,math.AT,math,Synth Math 11
synth-0505,Citation triangles in math,2020,math.AT,math,Synth Math 12
synth-0506,Boundary operators for math claims,2020,math.AT,math,Synth Math 13
synth-0507,Harmonic chains in math literature,2020,math.AT,math,Synth Math 14
synth-0508,Boundary operators for math claims,2020,math.AT,math,Synth Math 15
synth-0509,Discrete Hodge theory of 509,2020,math.AT,math,Synth Math 16
synth-0510,Citation triangles in math,2020,math.AT,math,Synth Math 17
synth-0511,Citation triangles in math,2020,math.AT,math,Synth Math 1
synth-0512,Harmonic chains in math literature,2020,math.AT,math,Synth Math 2
synth-0513,Fiedler versus Hodge on 513,2020,math.AT,math,Synth Math 3
synth-0514,Discrete Hodge theory of 514,2020,math.AT,math,Synth Math 4
synth-0515,A stacked math note on 515,2020,math.AT,math,Synth Math 5
synth-0516,Discrete Hodge theory of 516,2020,math.AT,math,Synth Math 6
synth-0517,A stacked math note on 517,2020,math.AT,math,Synth Math 7
synth-0518,Boundary operators for math claims,2020,math.AT,math,Synth Math 8
synth-0519,Intellectual debt along a math cycle,2020,math.AT,math,Synth Math 9
synth-0520,Harmonic chains in math literature,2020,math.AT,math,Synth Math 10
synth-0521,On the math kernel of L1,2021,math.AT,math,Synth Math 11
synth-0522,Boundary operators for math claims,2021,math.AT,math,Synth Math 12
synth-0523,Spectral 523 on a math complex,2021,math.AT,math,Synth Math 13
synth-0524,Boundary operators for math claims,2021,math.AT,math,Synth Math 14
synth-0525,Spectral 525 on a math complex,2021,math.AT,math,Synth Math 15
synth-0526,Simplicial cuts for math corpora,2021,math.AT,math,Synth Math 16
synth-0527,Harmonic chains in math literature,2021,math.AT,math,Synth Math 17
synth-0528,Spectral 528 on a math complex,2021,math.AT,math,Synth Math 1
synth-0529,Discrete Hodge theory of 529,2021,math.AT,math,Synth Math 2
synth-0530,Fiedler versus Hodge on 530,2021,math.AT,math,Synth Math 3
synth-0531,Fiedler versus Hodge on 531,2021,math.AT,math,Synth Math 4
synth-0532,A stacked math note on 532,2021,math.AT,math,Synth Math 5
synth-0533,Simplicial cuts for math corpora,2021,math.AT,math,Synth Math 6
synth-0534,On the math kernel of L1,2021,math.AT,math,Synth Math 7
synth-0535,Simplicial cuts for math corpora,2021,math.AT,math,Synth Math 8
synth-0536,A stacked math note on 536,2021,math.AT,math,Synth Math 9
synth-0537,Spectral 537 on a math complex,2021,math.AT,math,Synth Math 10
synth-0538,Fiedler versus Hodge on 538,2021,math.AT,math,Synth Math 11
synth-0539,Simplicial cuts for math corpora,2021,math.AT,math,Synth Math 12
synth-0540,Intellectual debt along a math cycle,2021,math.AT,math,Synth Math 13
synth-0541,Citation triangles in math,2022,math.AT,math,Synth Math 14
synth-0542,Citation triangles in math,2022,math.AT,math,Synth Math 15
synth-0543,A stacked math note on 543,2022,math.AT,math,Synth Math 16
synth-0544,A stacked math note on 544,2022,math.AT,math,Synth Math 17
synth-0545,Citation triangles in math,2022,math.AT,math,Synth Math 1
synth-0546,Discrete Hodge theory of 546,2022,math.AT,math,Synth Math 2
synth-0547,Harmonic chains in math literature,2022,math.AT,math,Synth Math 3
synth-0548,Spectral 548 on a math complex,2022,math.AT,math,Synth Math 4
synth-0549,Simplicial cuts for math corpora,2022,math.AT,math,Synth Math 5
synth-0550,Simplicial cuts for math corpora,2022,math.AT,math,Synth Math 6
synth-0551,Discrete Hodge theory of 551,2022,math.AT,math,Synth Math 7
synth-0552,A stacked math note on 552,2022,math.AT,math,Synth Math 8
synth-0553,Boundary operators for math claims,2022,math.AT,math,Synth Math 9
synth-0554,Spectral 554 on a math complex,2022,math.AT,math,Synth Math 10
synth-0555,Discrete Hodge theory of 555,2022,math.AT,math,Synth Math 11
synth-0556,Simplicial cuts for math corpora,2022,math.AT,math,Synth Math 12
synth-0557,Spectral 557 on a math complex,2022,math.AT,math,Synth Math 13
synth-0558,Discrete Hodge theory of 558,2022,math.AT,math,Synth Math 14
synth-0559,Citation triangles in math,2022,math.AT,math,Synth Math 15
synth-0560,Harmonic chains in math literature,2022,math.AT,math,Synth Math 16
synth-0561,Fiedler versus Hodge on 561,2023,math.AT,math,Synth Math 17
synth-0562,A stacked math note on 562,2023,math.AT,math,Synth Math 1
synth-0563,A stacked math note on 563,2023,math.AT,math,Synth Math 2
synth-0564,Boundary operators for math claims,2023,math.AT,math,Synth Math 3
synth-0565,Simplicial cuts for math corpora,2023,math.AT,math,Synth Math 4
synth-0566,A stacked math note on 566,2023,math.AT,math,Synth Math 5
synth-0567,Intellectual debt along a math cycle,2023,math.AT,math,Synth Math 6
synth-0568,Spectral 568 on a math complex,2023,math.AT,math,Synth Math 7
synth-0569,Boundary operators for math claims,2023,math.AT,math,Synth Math 8
synth-0570,Boundary operators for math claims,2023,math.AT,math,Synth Math 9
synth-0571,On the math kernel of L1,2023,math.AT,math,Synth Math 10
synth-0572,Citation triangles in math,2023,math.AT,math,Synth Math 11
synth-0573,A stacked math note on 573,2023,math.AT,math,Synth Math 12
synth-0574,Simplicial cuts for math corpora,2023,math.AT,math,Synth Math 13
synth-0575,Boundary operators for math claims,2023,math.AT,math,Synth Math 14
synth-0576,Simplicial cuts for math corpora,2023,math.AT,math,Synth Math 15
synth-0577,Boundary operators for math claims,2023,math.AT,math,Synth Math 16
synth-0578,A stacked math note on 578,2023,math.AT,math,Synth Math 17
synth-0579,Spectral 579 on a math complex,2023,math.AT,math,Synth Math 1
synth-0580,Fiedler versus Hodge on 580,2023,math.AT,math,Synth Math 2
synth-0581,Harmonic chains in math literature,2024,math.AT,math,Synth Math 3
synth-0582,Spectral 582 on a math complex,2024,math.AT,math,Synth Math 4
synth-0583,Harmonic chains in math literature,2024,math.AT,math,Synth Math 5
synth-0584,A stacked math note on 584,2024,math.AT,math,Synth Math 6
synth-0585,Citation triangles in math,2024,math.AT,math,Synth Math 7
synth-0586,Intellectual debt along a math cycle,2024,math.AT,math,Synth Math 8
synth-0587,A stacked math note on 587,2024,math.AT,math,Synth Math 9
synth-0588,Citation triangles in math,2024,math.AT,math,Synth Math 10
synth-0589,Discrete Hodge theory of 589,2024,math.AT,math,Synth Math 11
synth-0590,Citation triangles in math,2024,math.AT,math,Synth Math 12
synth-0591,Discrete Hodge theory of 591,2024,math.AT,math,Synth Math 13
synth-0592,Harmonic chains in math literature,2024,math.AT,math,Synth Math 14
synth-0593,Spectral 593 on a math complex,2024,math.AT,math,Synth Math 15
synth-0594,Harmonic chains in math literature,2024,math.AT,math,Synth Math 16
synth-0595,Simplicial cuts for math corpora,2024,math.AT,math,Synth Math 17
synth-0596,On the math kernel of L1,2024,math.AT,math,Synth Math 1
synth-0597,Fiedler versus Hodge on 597,2024,math.AT,math,Synth Math 2
synth-0598,Intellectual debt along a math cycle,2024,math.AT,math,Synth Math 3
synth-0599,Discrete Hodge theory of 599,2024,math.AT,math,Synth Math 4
synth-0600,Intellectual debt along a math cycle,2024,math.AT,math,Synth Math 5
synth-0601,Citation triangles in physics,2015,physics.comp-ph,physics,Synth Physics 6
synth-0602,Boundary operators for physics claims,2015,physics.comp-ph,physics,Synth Physics 7
synth-0603,Citation triangles in physics,2015,physics.comp-ph,physics,Synth Physics 8
synth-0604,Intellectual debt along a physics cycle,2015,physics.comp-ph,physics,Synth Physics 9
synth-0605,Intellectual debt along a physics cycle,2015,physics.comp-ph,physics,Synth Physics 10
synth-0606,Spectral 606 on a physics complex,2015,physics.comp-ph,physics,Synth Physics 11
synth-0607,Fiedler versus Hodge on 607,2015,physics.comp-ph,physics,Synth Physics 12
synth-0608,Discrete Hodge theory of 608,2015,physics.comp-ph,physics,Synth Physics 13
synth-0609,On the physics kernel of L1,2015,physics.comp-ph,physics,Synth Physics 14
synth-0610,Fiedler versus Hodge on 610,2015,physics.comp-ph,physics,Synth Physics 15
synth-0611,Boundary operators for physics claims,2015,physics.comp-ph,physics,Synth Physics 16
synth-0612,A stacked physics note on 612,2015,physics.comp-ph,physics,Synth Physics 17
synth-0613,Simplicial cuts for physics corpora,2015,physics.comp-ph,physics,Synth Physics 1
synth-0614,Simplicial cuts for physics corpora,2015,physics.comp-ph,physics,Synth Physics 2
synth-0615,Boundary operators for physics claims,2015,physics.comp-ph,physics,Synth Physics 3
synth-0616,Simplicial cuts for physics corpora,2015,physics.comp-ph,physics,Synth Physics 4
synth-0617,Fiedler versus Hodge on 617,2015,physics.comp-ph,physics,Synth Physics 5
synth-0618,A stacked physics note on 618,2015,physics.comp-ph,physics,Synth Physics 6
synth-0619,A stacked physics note on 619,2015,physics.comp-ph,physics,Synth Physics 7
synth-0620,Spectral 620 on a physics complex,2015,physics.comp-ph,physics,Synth Physics 8
synth-0621,Harmonic chains in physics literature,2016,physics.comp-ph,physics,Synth Physics 9
synth-0622,Simplicial cuts for physics corpora,2016,physics.comp-ph,physics,Synth Physics 10
synth-0623,Discrete Hodge theory of 623,2016,physics.comp-ph,physics,Synth Physics 11
synth-0624,Boundary operators for physics claims,2016,physics.comp-ph,physics,Synth Physics 12
synth-0625,A stacked physics note on 625,2016,physics.comp-ph,physics,Synth Physics 13
synth-0626,Boundary operators for physics claims,2016,physics.comp-ph,physics,Synth Physics 14
synth-0627,Intellectual debt along a physics cycle,2016,physics.comp-ph,physics,Synth Physics 15
synth-0628,Boundary operators for physics claims,2016,physics.comp-ph,physics,Synth Physics 16
synth-0629,Simplicial cuts for physics corpora,2016,physics.comp-ph,physics,Synth Physics 17
synth-0630,Discrete Hodge theory of 630,2016,physics.comp-ph,physics,Synth Physics 1
synth-0631,Intellectual debt along a physics cycle,2016,physics.comp-ph,physics,Synth Physics 2
synth-0632,A stacked physics note on 632,2016,physics.comp-ph,physics,Synth Physics 3
synth-0633,Intellectual debt along a physics cycle,2016,physics.comp-ph,physics,Synth Physics 4
synth-0634,Spectral 634 on a physics complex,2016,physics.comp-ph,physics,Synth Physics 5
synth-0635,Citation triangles in physics,2016,physics.comp-ph,physics,Synth Physics 6
synth-0636,On the physics kernel of L1,2016,physics.comp-ph,physics,Synth Physics 7
synth-0637,Spectral 637 on a physics complex,2016,physics.comp-ph,physics,Synth Physics 8
synth-0638,Spectral 638 on a physics complex,2016,physics.comp-ph,physics,Synth Physics 9
synth-0639,Discrete Hodge theory of 639,2016,physics.comp-ph,physics,Synth Physics 10
synth-0640,Simplicial cuts for physics corpora,2016,physics.comp-ph,physics,Synth Physics 11
synth-0641,Spectral 641 on a physics complex,2017,physics.comp-ph,physics,Synth Physics 12
synth-0642,Simplicial cuts for physics corpora,2017,physics.comp-ph,physics,Synth Physics 13
synth-0643,Spectral 643 on a physics complex,2017,physics.comp-ph,physics,Synth Physics 14
synth-0644,Simplicial cuts for physics corpora,2017,physics.comp-ph,physics,Synth Physics 15
synth-0645,Spectral 645 on a physics complex,2017,physics.comp-ph,physics,Synth Physics 16
synth-0646,Intellectual debt along a physics cycle,2017,physics.comp-ph,physics,Synth Physics 17
synth-0647,On the physics kernel of L1,2017,physics.comp-ph,physics,Synth Physics 1
synth-0648,Discrete Hodge theory of 648,2017,physics.comp-ph,physics,Synth Physics 2
synth-0649,Fiedler versus Hodge on 649,2017,physics.comp-ph,physics,Synth Physics 3
synth-0650,Intellectual debt along a physics cycle,2017,physics.comp-ph,physics,Synth Physics 4
synth-0651,Citation triangles in physics,2017,physics.comp-ph,physics,Synth Physics 5
synth-0652,Fiedler versus Hodge on 652,2017,physics.comp-ph,physics,Synth Physics 6
synth-0653,Simplicial cuts for physics corpora,2017,physics.comp-ph,physics,Synth Physics 7
synth-0654,Intellectual debt along a physics cycle,2017,physics.comp-ph,physics,Synth Physics 8
synth-0655,Fiedler versus Hodge on 655,2017,physics.comp-ph,physics,Synth Physics 9
synth-0656,Intellectual debt along a physics cycle,2017,physics.comp-ph,physics,Synth Physics 10
synth-0657,Intellectual debt along a physics cycle,2017,physics.comp-ph,physics,Synth Physics 11
synth-0658,Boundary operators for physics claims,2017,physics.comp-ph,physics,Synth Physics 12
synth-0659,Intellectual debt along a physics cycle,2017,physics.comp-ph,physics,Synth Physics 13
synth-0660,Spectral 660 on a physics complex,2017,physics.comp-ph,physics,Synth Physics 14
synth-0661,Simplicial cuts for physics corpora,2018,physics.comp-ph,physics,Synth Physics 15
synth-0662,On the physics kernel of L1,2018,physics.comp-ph,physics,Synth Physics 16
synth-0663,Citation triangles in physics,2018,physics.comp-ph,physics,Synth Physics 17
synth-0664,Simplicial cuts for physics corpora,2018,physics.comp-ph,physics,Synth Physics 1
synth-0665,Intellectual debt along a physics cycle,2018,physics.comp-ph,physics,Synth Physics 2
synth-0666,Citation triangles in physics,2018,physics.comp-ph,physics,Synth Physics 3
synth-0667,Harmonic chains in physics literature,2018,physics.comp-ph,physics,Synth Physics 4
synth-0668,Harmonic chains in physics literature,2018,physics.comp-ph,physics,Synth Physics 5
synth-0669,Simplicial cuts for physics corpora,2018,physics.comp-ph,physics,Synth Physics 6
synth-0670,Fiedler versus Hodge on 670,2018,physics.comp-ph,physics,Synth Physics 7
synth-0671,Boundary operators for physics claims,2018,physics.comp-ph,physics,Synth Physics 8
synth-0672,Citation triangles in physics,2018,physics.comp-ph,physics,Synth Physics 9
synth-0673,Simplicial cuts for physics corpora,2018,physics.comp-ph,physics,Synth Physics 10
synth-0674,Boundary operators for physics claims,2018,physics.comp-ph,physics,Synth Physics 11
synth-0675,Simplicial cuts for physics corpora,2018,physics.comp-ph,physics,Synth Physics 12
synth-0676,On the physics kernel of L1,2018,physics.comp-ph,physics,Synth Physics 13
synth-0677,Citation triangles in physics,2018,physics.comp-ph,physics,Synth Physics 14
synth-0678,Simplicial cuts for physics corpora,2018,physics.comp-ph,physics,Synth Physics 15
synth-0679,Intellectual debt along a physics cycle,2018,physics.comp-ph,physics,Synth Physics 16
synth-0680,On the physics kernel of L1,2018,physics.comp-ph,physics,Synth Physics 17
synth-0681,Simplicial cuts for physics corpora,2019,physics.comp-ph,physics,Synth Physics 1
synth-0682,On the physics kernel of L1,2019,physics.comp-ph,physics,Synth Physics 2
synth-0683,Intellectual debt along a physics cycle,2019,physics.comp-ph,physics,Synth Physics 3
synth-0684,Intellectual debt along a physics cycle,2019,physics.comp-ph,physics,Synth Physics 4
synth-0685,Citation triangles in physics,2019,physics.comp-ph,physics,Synth Physics 5
synth-0686,Simplicial cuts for physics corpora,2019,physics.comp-ph,physics,Synth Physics 6
synth-0687,Spectral 687 on a physics complex,2019,physics.comp-ph,physics,Synth Physics 7
synth-0688,Citation triangles in physics,2019,physics.comp-ph,physics,Synth Physics 8
synth-0689,Simplicial cuts for physics corpora,2019,physics.comp-ph,physics,Synth Physics 9
synth-0690,Fiedler versus Hodge on 690,2019,physics.comp-ph,physics,Synth Physics 10
synth-0691,Intellectual debt along a physics cycle,2019,physics.comp-ph,physics,Synth Physics 11
synth-0692,On the physics kernel of L1,2019,physics.comp-ph,physics,Synth Physics 12
synth-0693,Boundary operators for physics claims,2019,physics.comp-ph,physics,Synth Physics 13
synth-0694,Harmonic chains in physics literature,2019,physics.comp-ph,physics,Synth Physics 14
synth-0695,On the physics kernel of L1,2019,physics.comp-ph,physics,Synth Physics 15
synth-0696,Spectral 696 on a physics complex,2019,physics.comp-ph,physics,Synth Physics 16
synth-0697,Boundary operators for physics claims,2019,physics.comp-ph,physics,Synth Physics 17
synth-0698,Spectral 698 on a physics complex,2019,physics.comp-ph,physics,Synth Physics 1
synth-0699,Fiedler versus Hodge on 699,2019,physics.comp-ph,physics,Synth Physics 2
synth-0700,Intellectual debt along a physics cycle,2019,physics.comp-ph,physics,Synth Physics 3
synth-0701,Fiedler versus Hodge on 701,2020,physics.comp-ph,physics,Synth Physics 4
synth-0702,Harmonic chains in physics literature,2020,physics.comp-ph,physics,Synth Physics 5
synth-0703,Boundary operators for physics claims,2020,physics.comp-ph,physics,Synth Physics 6
synth-0704,Fiedler versus Hodge on 704,2020,physics.comp-ph,physics,Synth Physics 7
synth-0705,Boundary operators for physics claims,2020,physics.comp-ph,physics,Synth Physics 8
synth-0706,Harmonic chains in physics literature,2020,physics.comp-ph,physics,Synth Physics 9
synth-0707,Citation triangles in physics,2020,physics.comp-ph,physics,Synth Physics 10
synth-0708,On the physics kernel of L1,2020,physics.comp-ph,physics,Synth Physics 11
synth-0709,Spectral 709 on a physics complex,2020,physics.comp-ph,physics,Synth Physics 12
